sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,crop_type,season,,,,,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha,post_application_nitrogen,post_application_phosphorus,post_application_potassium,crop_yield_t_per_ha,soil_organic_carbon_percent,soil_sulfur_percent,soil_calcium_meq_per_100g,soil_magnesium_meq_per_100g
85.55781346,23.27256651,110.0840801,6.872146663,11.04018113,414.4495719,30.0923363,Cotton,Zaid,,,,,112.0209896,26.16256,29.35445401,82.12485574,44.33118891,56.97847727,86.19251163,80.9629241,337.5214588,20.28011732,342.207556,8.733520768,1.224108458,0.026719216,16.90433158,5.733382552
341.8756601,69.26008048,118.795961,6.219081823,21.75731689,1442.547845,30.44555184,Groundnut,Kharif,,,,,119.2667234,22.27870484,18.73692515,83.0582744,17.96177223,94.85374905,111.6255485,74.45588769,361.0015176,41.86781623,144.397029,6.283176808,0.306363013,0.048202576,13.35655049,8.360420855
304.759513,66.64356038,371.931236,6.266941499,30.91491076,1117.160759,34.4736839,Maize,Kharif,,,,,88.46107373,90.73177704,34.11790523,99.84854774,45.02650496,51.35151367,104.5715254,63.43467099,368.9831686,34.55666383,389.0668643,7.662873602,1.18484836,0.020743047,19.04411597,8.666840913
137.3315599,12.36560868,141.7736113,6.382396259,15.80306029,1307.114359,22.54673828,Groundnut,Rabi,,,,,159.1564278,79.85162153,32.34293687,93.00206994,18.3674452,52.22925913,114.2777422,84.84698755,205.1408849,65.79314989,333.4702493,3.740032534,1.184906014,0.025004308,6.686996539,4.267542582
129.0927411,52.33451035,259.7262047,7.053231123,29.24513444,473.3252372,21.37392199,Cotton,Rabi,,,,,61.03257185,99.37988633,25.20029457,94.82434452,35.06185287,72.06187118,124.225905,71.86208195,305.0059029,29.52270084,176.4932543,7.695877168,0.896179297,0.039988567,6.962321394,8.569211631
129.5192177,65.51489904,223.3286808,6.335124914,17.79484414,502.3171379,28.83689014,Groundnut,Rabi,,,,,83.41224866,51.74343052,44.53214059,85.8742678,13.25122093,62.15889747,91.52561779,90.16375397,198.1318684,40.30682127,328.136089,9.314137957,0.355178899,0.019316182,17.63641163,3.436011242
162.1454056,20.83452071,204.2029979,7.331747626,36.58258326,178.8449185,13.31176641,Soybean,Rabi,,,,,162.2847078,53.28407241,36.39253281,73.08519974,45.21478505,49.9559902,127.5679139,50.48497174,333.5719098,43.1915988,316.7486276,4.139851087,0.995887126,0.030614979,17.63541912,8.102164436
221.6842365,44.07671383,369.9500037,6.511318464,36.87069833,711.9283169,23.67288784,Barley,Zaid,,,,,115.5686411,33.78494698,38.848205,38.99821703,12.06001198,99.18195325,89.67086847,67.19385426,153.7470006,20.23052602,141.4014852,3.866878812,1.218896112,0.039151568,12.06837127,3.99027635
196.625155,64.92929786,106.547019,5.670883001,18.91861613,1163.514857,23.65619,Soybean,Zaid,,,,,155.7925436,29.26777221,16.02638953,73.56193082,32.19771557,44.1748408,144.7961187,89.64806741,333.5741471,23.27365978,208.0876253,2.835316388,0.625048866,0.035758711,19.45943315,4.383449259
158.6318679,12.03675872,299.1369059,7.459399606,16.89981262,1730.076337,12.23682807,Cotton,Kharif,,,,,135.1228817,66.29744085,45.32662712,33.91691023,41.18846101,42.20230336,120.3206098,37.18512513,243.1240185,41.77882896,249.0107356,4.134453402,1.100481862,0.016214797,15.19083978,8.819742722
245.2002816,51.84521603,389.0183303,6.214395811,22.33911916,1367.16215,20.44960214,Maize,Zaid,,,,,192.6069125,49.1428001,16.68160654,91.97093779,14.67338946,89.15421028,50.53699797,58.85930853,359.5538573,35.56495172,200.8132147,6.286338095,0.724711434,0.035186413,19.7427987,5.36059892
117.6633424,27.84094044,268.050455,6.581917199,17.21594756,927.2530145,31.33211996,Wheat,Kharif,,,,,139.6693749,26.42531584,18.91139857,63.72749348,26.1792107,20.26983548,129.5501366,96.85934574,326.9006408,28.1834717,200.243357,8.661730332,0.988625799,0.032908421,12.98593093,9.924526599
158.8790551,65.46377172,381.0467386,7.213609708,30.1715153,1910.928217,31.40384055,Rice,Kharif,,,,,52.23034615,90.95896556,15.12220554,78.82309824,11.67800606,36.10025287,96.1905193,57.88814412,225.4254994,30.79131594,309.0729963,4.230402101,0.761478899,0.032313793,8.024200164,3.215544239
178.9176977,68.26349471,115.6773638,6.331140393,34.78194054,1466.565881,12.48094162,Wheat,Zaid,,,,,102.9316026,35.86851746,27.61436832,33.65705646,37.31010309,67.23573506,148.135315,40.22635562,372.9909719,78.4875873,275.3834756,6.969155113,0.664513759,0.043041887,11.66589691,5.706792304
203.1388957,66.65598935,225.6379957,5.64146414,30.19276393,1867.313885,12.26802207,Groundnut,Kharif,,,,,71.45910233,79.88674776,45.50836927,67.3973896,22.2979838,32.99604223,116.2582852,48.0860991,199.334399,67.83237029,340.20642,5.836725593,1.327097371,0.017355841,19.70730263,7.859602647
291.9975096,38.452853,178.0473373,6.434802618,34.73051342,1102.417149,16.56738693,Rice,Rabi,,,,,188.6950516,42.57828769,20.09790078,51.08843785,32.37580979,98.86431382,40.12688959,90.80672955,390.7568168,53.88822717,435.6143387,4.308632325,1.204605911,0.040062639,10.5562093,2.042936464
133.9119212,61.72255906,319.2462895,7.861121457,21.90976487,591.9181221,31.86915156,Rice,Kharif,,,,,65.60186814,85.03238646,24.95013682,49.9477786,47.30929082,57.13564979,77.39525131,96.3906431,334.8169475,83.62123434,337.9834947,6.08287265,0.714538961,0.040437041,19.3552465,3.214842226
218.8432984,60.67296391,394.3891271,7.104335993,14.68950912,200.3707041,13.22256463,Groundnut,Rabi,,,,,108.1559995,29.47174731,43.8426568,57.27591403,22.23432432,67.789126,92.07304832,96.00861141,397.3889584,22.06869537,312.0916577,3.343699171,0.82155797,0.038905818,16.95532022,2.162853995
239.9519336,29.14602839,176.9590187,7.178697872,32.13852842,1479.561218,27.99992007,Groundnut,Zaid,,,,,83.91487904,80.48572882,34.71261119,30.04476226,11.94509887,32.82987721,130.6816324,75.91539136,135.0932926,44.14544552,399.6946322,7.116620479,1.130044101,0.030238733,11.63159492,9.943022923
92.54161143,59.73492845,296.2523804,7.080705384,20.81423515,330.4756962,12.52914049,Maize,Zaid,,,,,177.0082986,27.84950991,40.06465575,62.66626172,37.02511071,43.15024807,117.5214641,60.76815111,196.7300928,77.63686023,328.5841265,2.925301769,1.273294537,0.02582155,13.12806548,8.084997299
244.03711,12.22045808,159.4292898,5.997480347,30.13812476,675.2727437,25.57844634,Cotton,Kharif,,,,,96.28497464,55.75326303,18.56000198,64.05966785,41.47364538,69.16998261,74.32320847,34.61511479,327.5539918,63.98022962,174.6352192,7.847844201,1.121209515,0.025787086,14.11158616,4.988472782
126.0415134,45.77619271,269.5990764,6.54583466,18.11931826,1111.694725,18.90168248,Sorghum,Rabi,,,,,198.7840225,78.72034805,38.65959453,90.41916411,48.3147424,63.96426986,108.4119225,29.85768097,378.2299164,88.71812041,223.8670708,3.421701427,0.949117897,0.039352349,14.98649127,3.250279478
97.56393011,23.80053024,239.179746,7.377349496,12.43688904,1172.391517,29.72284907,Wheat,Kharif,,,,,55.79249084,33.85747049,19.10442315,61.39679255,16.31203508,82.74911564,99.22930895,24.78132861,128.0558288,86.11604463,362.0088933,9.985273227,1.445262998,0.029915868,6.150488249,2.723065942
336.1990951,17.23401315,391.6015989,5.753432244,39.77745386,1241.108074,15.84226122,Cotton,Zaid,,,,,69.24151587,42.85319911,49.49255929,55.44894057,25.685597,41.53865429,45.12631307,21.41719276,120.0026029,31.89597438,363.6661864,8.589380758,1.228972344,0.023537349,19.00382079,6.255257604
340.7206489,14.6171921,282.5581818,6.19463194,14.68604524,415.8851277,25.98004573,Soybean,Kharif,,,,,83.69581646,89.18135937,32.39544625,99.6322936,43.7656184,72.28337174,58.18304316,90.24933777,191.7479362,88.0390898,445.7128876,4.750722431,0.438710232,0.035018787,13.9549957,9.807130546
298.267284,51.77732655,204.8519116,6.190797771,39.65262982,821.5010692,15.89206336,Maize,Kharif,,,,,171.665906,90.80954567,37.82557032,69.98493272,42.27485573,43.27804046,70.93467753,84.72690526,358.7780295,86.18743502,326.9017099,5.409638178,0.969766919,0.04348045,18.96723829,7.396887557
162.2457177,30.39249783,134.2287355,6.580047319,39.31839798,1272.669032,27.84150708,Maize,Rabi,,,,,181.7775814,23.5948362,14.73606337,63.0829246,34.99182829,66.94020958,53.45800876,65.42571044,334.8028686,46.15276616,416.8499121,4.073528169,0.79146797,0.01246035,14.47847707,4.921106946
106.3714708,53.48600629,145.3740486,7.950921852,33.81454312,1942.655843,31.84195086,Sorghum,Zaid,,,,,60.71770709,33.44724683,20.0262392,64.71550842,20.77474181,68.40247741,48.0160615,99.89786036,215.2776894,88.80162042,138.0115025,8.136916489,1.253922764,0.048885478,11.46523234,6.006807786
264.7429172,13.92138045,167.595079,5.668756367,29.78268886,1482.499162,13.17004498,Soybean,Kharif,,,,,54.86902126,29.39775522,15.58962638,86.64269083,21.36141163,29.74712891,36.98373242,96.24416578,120.563154,22.50909066,306.8533738,5.04581576,0.353595641,0.013866078,13.50392017,9.991226944
198.8411733,28.91742027,175.2899984,6.796752486,27.33421151,1852.947138,31.66489221,Wheat,Rabi,,,,,161.6835286,34.37544757,25.60682861,53.84734583,14.96011978,63.89064885,134.7723079,72.40871766,275.3176075,66.25253884,423.5498482,8.041484079,0.792868284,0.030469525,17.44254911,6.150129831
112.9503234,42.36947754,355.1848174,5.948411705,35.98304636,1548.202911,24.83938136,Barley,Kharif,,,,,70.00280101,97.61501794,21.36543457,57.24123239,46.87414695,20.955064,64.67321016,57.16596536,186.627532,38.6303463,214.7905976,2.147212437,0.681931578,0.032408382,9.891887472,9.713611886
213.6977657,57.44338989,268.3668365,7.926691364,18.68318565,1224.262241,13.17776227,Soybean,Rabi,,,,,69.94978806,64.1324199,39.31689039,82.91113515,16.91726059,60.09686011,64.83847247,32.17365729,328.7705,29.06241676,171.1092793,3.084967676,0.469423181,0.015528428,19.34690086,2.130893751
89.2849007,29.12515018,257.0172734,5.783258762,24.03043637,464.8444014,20.68854638,Wheat,Rabi,,,,,53.35498017,57.44899124,14.34835919,35.10886177,32.91546405,75.80175109,54.74737649,61.24750442,244.977906,60.42744475,235.6683528,4.919794678,0.754564938,0.04662375,11.98932797,7.767705026
325.5165086,47.55348259,134.4306616,6.509002506,28.58169908,1366.702739,14.02150734,Rice,Kharif,,,,,57.47118164,98.75738985,40.08237474,90.56184107,33.37405668,25.82661832,87.04768462,32.61949383,310.0085385,41.44452157,381.4379352,2.871268267,1.107360334,0.028858683,19.34355503,7.017291594
149.870595,63.15866489,358.041908,7.344712462,22.33571428,1284.421175,27.50869722,Groundnut,Zaid,,,,,89.55131879,64.55649039,11.82819299,60.11418875,24.78421765,95.09686531,91.70903615,51.87610434,358.6464724,66.67777407,147.9512688,6.809023938,0.734013462,0.015724821,18.21134922,7.482638868
258.8810168,46.95179129,316.844291,7.26138607,22.82459362,1244.691424,28.97170336,Maize,Zaid,,,,,59.75082341,72.88943419,18.08071349,70.69050829,24.10073844,56.70044256,54.99376304,95.41184867,270.0127439,57.79867365,318.1117573,2.406656788,0.99600789,0.038464496,16.51492935,6.564536714
164.1619905,23.97756849,120.3005086,6.556821592,19.90854003,1030.593149,12.64491301,Wheat,Rabi,,,,,105.3318637,46.62164368,41.67859968,83.02333115,36.74353674,95.07330205,103.0284405,47.35831915,214.0675514,47.48125806,164.7584299,8.878103957,1.011374155,0.036536174,12.01156699,2.35341421
220.4183657,11.46404689,312.3505292,6.36631042,26.9269545,1104.447548,22.65349632,Cotton,Zaid,,,,,174.9162547,50.56918916,39.71106564,48.62363457,25.53191112,28.5918739,116.7599952,32.22298189,335.4721929,32.72755129,263.7257057,8.09046399,1.004533352,0.048514623,13.80417716,3.196511484
227.6117754,62.20593243,263.0614652,6.494030946,35.51723584,735.4408015,30.3656264,Sorghum,Rabi,,,,,98.9480386,67.5527507,29.05304456,92.32199458,20.20461573,95.99220755,74.86081032,66.59172834,194.2524271,62.08751382,438.7724105,3.730051834,0.935438261,0.027660653,17.57044119,9.378010163
129.910703,11.27616465,124.5176037,6.160690658,16.04585134,1086.694116,33.40407604,Groundnut,Zaid,,,,,159.1751244,25.58286272,11.9993086,98.54574806,25.9652681,28.73576795,100.2542036,68.18913393,369.6252685,78.04614406,184.397609,5.870335249,0.440385883,0.020711839,13.16083703,3.863400067
341.7878495,62.48210036,237.4901925,6.013332347,38.03299116,475.3562208,22.83794667,Cotton,Kharif,,,,,64.08649472,40.47063088,34.39574967,64.5992053,42.30648311,56.91966388,90.27622862,35.5043394,139.9997411,62.0003128,131.2254611,5.614504627,0.562147113,0.01239976,16.07284365,9.943498155
289.2858623,41.73622804,245.4088861,6.707599244,30.67262961,1629.831355,33.75698059,Groundnut,Zaid,,,,,148.9062781,35.74493996,26.26896416,95.58561555,48.65913821,95.03936534,53.4658078,35.72692701,353.9312195,62.7365789,260.9771019,7.798916923,1.260080492,0.039324861,16.85988577,7.436707875
333.6647142,66.34406191,149.732362,6.17133439,34.69819638,452.9762139,23.39222426,Maize,Rabi,,,,,97.51207749,21.27147145,22.66112601,30.07900358,35.43800922,38.61665603,117.6013187,99.16398331,145.6356036,55.82861549,310.6395439,5.212071204,0.902838587,0.034691108,12.69642869,5.554835921
321.6033846,57.92699415,383.7094441,6.218654162,26.68572078,261.4359508,19.85476236,Soybean,Rabi,,,,,162.4629318,62.95210164,35.61642547,92.59664807,41.28404902,22.78279847,126.1743633,39.46248583,135.7183545,47.17680821,218.1808526,2.263482383,1.147291579,0.048904433,13.04371278,9.360390851
241.4329943,69.87604663,354.9926114,7.141890159,33.38550104,928.8674501,31.20507821,Barley,Zaid,,,,,70.43780211,64.88422716,27.46458249,51.77317238,31.31299445,83.448854,107.8551739,87.05536278,221.7119425,52.02206291,298.7834411,4.189886871,0.983890896,0.038486599,7.967520758,8.359889517
328.9060435,31.04270893,300.7067012,7.921343329,10.48601192,1350.784135,22.32456776,Soybean,Kharif,,,,,184.6825067,50.71513784,13.69684402,51.80467973,34.99292568,67.67069101,68.86752333,57.62590604,387.8338193,89.267923,434.6226423,5.729566442,0.346428305,0.047326459,8.671087666,5.431720637
103.8929756,56.03129734,238.6886683,7.009093001,34.55141274,931.6619674,21.79756276,Wheat,Rabi,,,,,86.38658043,41.49819756,46.63801882,45.96622053,49.52346627,61.11369543,141.2150993,54.79913911,395.3760952,72.47679515,222.8843598,9.795937729,1.255456523,0.049663152,18.57414775,2.548743778
132.9153729,34.11585482,223.5296625,5.692448668,11.20416577,625.8328507,22.25781224,Sorghum,Rabi,,,,,102.970669,72.16479008,41.13972398,52.19097308,27.53675459,22.74747075,84.64300656,43.59699329,176.5797403,50.13916248,222.1109203,9.049269336,0.377189033,0.027137246,17.60494419,8.946436596
92.21136801,38.79253722,295.2920401,5.688959035,36.69740129,1160.525249,31.16962505,Soybean,Rabi,,,,,192.5271066,30.77273291,12.25512765,44.94392086,12.65018788,72.2585015,61.90541825,81.90606375,161.6185156,52.010748,279.3134063,3.451249152,1.431808861,0.016011801,5.151838378,8.120319451
167.8391893,47.65032779,263.6295608,7.878558052,39.75888242,759.3044373,30.79853854,Maize,Rabi,,,,,136.772354,61.48920253,31.00255481,93.41083744,48.28027671,33.72986815,78.9881545,90.45287028,218.8269328,54.97424054,290.0543908,7.786207524,0.558452306,0.017834031,18.04081379,8.325878698
184.9428682,62.42062685,118.6819318,6.243226976,18.82202387,1872.448611,20.08799981,Sorghum,Rabi,,,,,104.8657278,81.44591886,13.33510252,92.9316609,41.72246884,94.49573442,113.049011,40.89019692,214.3843154,66.15199361,120.4507555,9.494603784,0.914887372,0.022735009,5.378523284,7.958869862
153.2642386,69.04500815,253.7507946,5.730167465,16.30955669,1853.025765,18.3324965,Wheat,Kharif,,,,,192.4403221,33.14383872,43.49159436,37.15479204,25.93241471,74.85815609,131.5118143,27.60773355,332.6860072,52.6170764,323.2387933,2.070340904,0.376305651,0.030355831,11.87420604,4.206035915
303.7591275,56.09640483,341.9210852,6.997611468,32.96090092,1054.506458,22.2982006,Rice,Zaid,,,,,99.36161253,80.26076309,34.52055844,40.00009002,49.29580214,76.56271104,72.78905991,30.95356423,244.3197258,68.03253829,449.1279251,7.767565389,1.373918854,0.0148968,6.011490892,8.870765757
176.3233982,35.06600693,237.7719633,7.059121946,17.59079023,722.9795886,24.31931274,Soybean,Kharif,,,,,64.2306069,80.86356073,16.89796534,90.34130473,23.82143001,38.60642181,57.91493352,83.42428278,338.367404,43.04314647,216.3626563,5.674667965,1.475928305,0.022068715,19.53234708,2.017860425
155.8523176,35.28142014,115.5869733,7.12126205,35.9668715,1500.551587,15.95843027,Soybean,Kharif,,,,,199.5273332,24.79413186,10.82965371,57.92564396,24.88480784,90.46030704,105.1791758,54.86615291,329.6396672,48.74477424,328.1673153,7.44188957,0.475551003,0.022311754,19.58478884,3.898210227
226.5279425,54.2549381,335.8834598,6.16850507,13.08527776,169.7545926,29.84887712,Barley,Rabi,,,,,90.17673808,21.50274609,11.26324049,41.84901741,34.38925413,63.01860566,140.545812,30.55317267,281.9269204,80.48371873,121.5251462,6.844714189,0.654943851,0.010163426,14.16306413,2.372476791
118.0495407,24.32662875,160.4091346,5.537776711,13.77865589,1002.061111,22.16206914,Wheat,Kharif,,,,,177.6886773,97.91483248,30.29461888,65.74685817,20.97389545,88.56673423,51.99520363,47.22305651,353.3833879,43.02339583,319.4277821,9.877323956,0.319049306,0.02416675,10.88307366,2.884771653
296.5931848,16.62844679,177.5862505,7.912538424,39.37454665,739.0144491,18.35113871,Cotton,Rabi,,,,,74.83111922,35.47061276,39.37493915,59.16676349,37.94285941,41.67579799,126.3623259,61.13883863,174.781369,87.51057132,267.5325421,4.31052325,1.24435859,0.014646088,12.67989125,6.2590331
100.1286738,31.27732946,149.411906,6.127232614,30.21516695,1849.018182,12.67052482,Soybean,Kharif,,,,,159.7030958,85.77113673,14.83361805,45.34130876,16.11401216,80.43693705,87.19286178,88.16413471,165.3069388,32.07534629,294.9967406,8.289143855,0.673757199,0.027188455,16.43448981,2.29804952
346.4594729,27.2343395,199.0645195,7.19006572,35.40661673,122.8057518,15.97112901,Maize,Rabi,,,,,128.6674092,64.94805224,18.85136264,80.45265528,14.32101277,65.96535229,125.9415005,71.33946034,330.1820724,36.9175871,299.4886393,3.877119107,1.006604963,0.017861469,8.347894396,3.451048382
288.5060877,27.77848723,327.0254517,7.266574675,19.72988132,1150.348264,33.73202929,Soybean,Rabi,,,,,197.1359837,41.1577726,23.09039781,74.19025186,31.3951203,23.87354446,90.66493797,34.08262409,188.5431774,52.45758255,178.3944799,5.48486382,0.347062202,0.04288457,11.62583737,3.861921179
133.653234,24.01646506,255.8157579,7.025018543,30.29451249,1507.260804,17.62749217,Barley,Kharif,,,,,132.9245534,30.39763493,18.72307128,36.97631295,32.2197473,52.4273859,75.27933292,32.69621699,120.7824275,75.81861082,374.0894802,9.803046992,1.15855232,0.013221014,16.05903035,7.242710441
81.49097162,12.52559138,161.4643822,6.282268486,27.82725482,1021.534176,14.22148223,Rice,Kharif,,,,,53.75227278,59.73418189,25.65346251,94.77707,14.26620279,34.71283721,113.60892,52.98673725,375.3488472,71.21028343,303.3049749,8.129090368,0.935284756,0.044626417,10.93088717,5.750564196
300.1745857,11.07243608,363.3490234,6.177740634,28.0945036,262.2657573,21.51681979,Barley,Zaid,,,,,140.5816984,52.58838493,32.38460023,69.0928976,48.56705045,48.73388703,138.0752754,26.01542782,294.4223762,32.21262123,209.1641716,4.52657005,1.169976295,0.033221065,5.479947831,5.667300184
270.8514828,69.26334338,363.8745565,6.994170707,30.47597379,1947.676641,17.67719358,Soybean,Zaid,,,,,71.79746845,75.91088681,37.39746993,47.51431409,32.9314663,50.66813074,68.43020764,80.44617562,244.5825554,36.56795182,429.3359104,6.954954265,1.247477176,0.028345627,12.61091629,8.147460434
276.8319354,35.66638802,361.1735275,7.665239084,27.26077519,1084.21982,10.87898126,Sorghum,Zaid,,,,,169.7811373,92.33348396,48.55100729,44.44042706,16.0413997,57.99426824,85.2897762,52.11630562,323.2062228,60.26840923,124.2153243,2.397536668,0.407091439,0.031989693,16.06116744,5.653771297
288.2429936,33.05959883,171.6388634,7.866834322,22.87187108,1266.953864,18.07863043,Cotton,Kharif,,,,,178.4852295,84.41984696,47.23374679,39.5163587,22.45770097,68.02323542,57.5280752,47.44190182,213.3328853,40.66153217,359.5592806,4.131159333,0.993710545,0.025044365,19.65224614,4.787909943
99.99205597,50.77883696,235.3718033,5.764764511,18.27768083,549.5585871,23.6027156,Groundnut,Kharif,,,,,122.3140278,41.95616402,32.80507899,59.72461845,42.00936856,65.6782122,52.00913563,60.72866659,387.026496,49.56277271,245.8076113,7.747123917,1.079932841,0.015104476,5.555692298,9.699608365
176.7857467,23.09523327,395.4968968,5.887071531,33.05743993,1018.646362,23.7928093,Soybean,Rabi,,,,,167.4832186,90.31465748,39.36600226,39.48787092,30.92926111,23.11931238,123.3468171,76.7165443,139.2136809,54.06159228,292.4397943,6.560748557,0.920062505,0.040635193,13.09880903,2.066346476
111.2846461,66.99767104,331.6037429,7.861840647,16.7881729,915.3840347,18.91397303,Wheat,Zaid,,,,,71.76661032,86.67130513,48.03488819,59.10714888,17.52593394,80.05513748,54.079694,65.54775556,299.4654934,61.59722037,216.1982173,5.757382824,0.518891278,0.047116464,11.74907993,4.443144001
313.037925,57.18070086,108.1502264,7.341338071,30.77062918,242.3020998,21.18256891,Soybean,Rabi,,,,,123.811728,94.3308987,13.33887778,40.41392998,14.11395888,95.93471076,125.1981806,84.19222254,337.6410552,37.57359271,226.0132182,7.52700848,1.254716741,0.048002705,8.636731839,6.875141731
248.2904942,15.36466014,119.5613774,7.707484562,16.99998468,301.7046717,34.13794796,Cotton,Rabi,,,,,109.0916397,56.69286568,10.22539039,75.97652651,27.23097649,47.89450312,81.50604622,70.34900511,251.3552542,31.41981005,125.0048508,5.187671127,1.496949995,0.03682846,14.5664408,8.262473888
169.3424667,35.05484655,239.179413,6.006581585,28.7599051,1691.197787,19.43371193,Wheat,Rabi,,,,,141.6976081,81.48601379,11.19199055,84.96694152,23.49658835,34.37975211,149.4058468,83.03762139,331.3911394,47.89943715,360.8488793,2.209249156,1.463124303,0.026413897,7.454337393,8.531303638
97.16075458,62.74709845,372.7660618,6.968964678,32.41234801,555.6579092,16.45567033,Maize,Rabi,,,,,56.67157832,67.33264524,32.53397449,68.46659233,36.2366941,63.20012505,53.68097018,75.74258189,379.5349114,25.74183574,354.5634756,5.528212988,1.233035478,0.029134398,9.25797151,2.368585055
163.9652269,66.68392134,261.6105394,7.252848986,16.56141667,470.4207158,16.0866761,Sorghum,Zaid,,,,,162.8184257,44.8402202,40.51333701,77.60398124,47.00987948,76.39303426,41.1573591,35.44982722,328.3182922,56.87356198,335.9382061,9.217033538,0.801729267,0.036278628,16.72636085,7.673056444
167.7994969,38.04409067,249.3437524,7.200279714,11.79829903,1059.331757,21.44411532,Wheat,Rabi,,,,,61.86939342,99.5544802,24.68299803,95.6865116,19.90921143,74.31239156,39.05196835,24.18835601,206.6227228,78.77236115,409.7237246,8.852921027,0.704760597,0.042922901,11.9061761,7.762029148
276.9936682,46.80468335,131.64211,6.520379227,13.92921229,1560.61955,28.98800372,Barley,Kharif,,,,,148.4707276,23.06459735,31.80956699,74.68600707,44.20935733,68.9687662,130.2501606,92.27174404,277.3169849,28.32829616,417.4183016,5.271977483,0.382254959,0.024982686,19.9050597,3.712635372
252.1405173,20.02203677,297.0340314,5.538487229,28.17990902,217.6983853,15.1497046,Rice,Kharif,,,,,52.76858383,32.9818058,30.65465274,55.49107387,46.81847914,31.69858017,82.53315733,95.65249323,375.248985,27.89113725,303.6266254,2.177771526,0.799543565,0.046671249,10.79691116,2.902200228
